ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
6229,4,2,4,2,182,2,2,1,3,695,0
6230,0,2,4,4,186,2,2,0,3,12,0
6231,1,2,4,0,204,2,2,0,1,765,1
6232,2,2,1,2,50,1,2,0,3,3442,0
6233,4,2,1,3,140,1,2,0,4,3519,0
6234,3,2,2,3,37,2,0,0,6,3998,1
6235,4,2,3,3,77,2,0,0,7,3349,1
6236,0,2,2,1,114,1,1,0,8,2279,0
6237,1,2,1,2,142,0,2,0,3,2322,0
6238,2,2,2,3,172,2,1,1,4,3693,0
6239,4,2,1,3,79,1,2,1,9,2865,1
6240,3,2,3,3,184,2,1,1,9,3228,0
6241,4,2,2,4,57,0,1,1,0,2596,0
6242,0,2,2,4,155,0,2,0,7,3300,0
6243,1,2,2,1,156,1,2,1,1,3807,0
6244,2,2,2,1,105,6,2,0,8,3220,0
6245,4,2,3,4,120,2,2,0,0,2212,1
6246,3,2,1,2,30,7,1,1,9,2244,0
6247,4,2,1,0,81,2,1,0,5,3117,1
6248,0,2,3,1,49,1,2,1,1,2926,0
6249,1,2,3,3,162,0,1,0,7,2316,0
6250,2,2,2,2,177,7,2,0,7,2982,0
6251,4,2,2,0,149,1,1,1,1,3868,1
6252,3,2,3,1,145,0,2,1,5,2836,0
6253,4,2,2,0,112,1,1,1,3,2632,1
6254,0,2,4,0,186,2,1,1,0,418,0
6255,1,2,4,4,199,2,2,1,4,927,1
6256,2,2,4,3,159,2,1,1,6,839,1
6257,4,2,4,1,196,2,1,0,1,546,0
6258,3,2,4,0,148,2,1,1,4,837,0
6259,4,2,4,2,210,2,1,1,9,359,1
6260,0,2,4,4,162,2,1,1,4,539,0
6261,1,2,2,0,169,4,1,0,8,729,1
6262,2,2,3,1,131,3,1,0,2,236,1
6263,4,2,5,1,180,2,1,1,8,21,1
6264,3,2,4,3,148,2,2,0,0,175,1
6265,4,2,2,3,121,4,2,1,8,937,0
6266,0,2,0,0,115,1,1,1,5,735,1
6267,1,2,2,4,131,3,1,0,1,777,1
6268,2,2,3,4,153,2,2,1,1,705,1
6269,4,2,5,3,206,3,2,1,6,485,1
6270,3,2,4,3,197,4,1,0,6,113,1
6271,4,2,3,4,136,1,1,1,3,695,1
6272,0,2,4,4,183,2,1,1,6,431,0
6273,1,2,4,4,155,2,1,0,7,35,0
6274,2,2,4,4,204,3,1,1,0,184,0
6275,4,1,5,4,37,3,1,0,2,525,1
6276,3,1,4,4,187,2,1,1,1,132,1
6277,4,1,5,4,200,2,1,1,7,665,1
6278,0,1,4,2,165,2,2,0,7,384,1
6279,1,1,4,0,190,2,1,0,2,723,1
6280,2,1,4,2,202,2,1,0,0,636,0
6281,4,1,4,3,191,2,2,0,8,901,1
6282,3,1,4,1,155,2,2,0,8,312,1
6283,4,1,3,0,135,3,1,1,9,402,0
6284,0,1,3,1,153,3,2,1,5,289,0
6285,1,1,3,2,148,3,1,0,2,170,0
6286,2,1,5,1,168,2,2,1,5,667,0
6287,4,1,3,1,158,3,2,1,5,1,0
6288,3,1,2,4,168,4,1,1,5,617,0
6289,4,1,4,4,213,2,1,1,5,446,1
6290,0,1,3,4,202,2,1,1,7,611,0
6291,1,1,3,4,169,3,2,0,7,837,0
6292,2,1,4,0,150,2,2,1,3,486,1
6293,4,1,3,1,126,3,1,0,0,651,0
6294,3,1,5,4,154,2,1,0,1,287,0
6295,4,1,2,2,144,3,2,0,4,292,0
6296,0,1,2,2,150,4,1,0,9,172,0
6297,1,0,4,0,197,3,2,0,6,48,0
6298,2,0,4,4,157,2,2,1,0,940,0
6299,4,0,3,4,162,3,2,1,6,792,0
6300,3,0,4,3,162,2,1,0,1,47,1
6301,4,0,3,2,149,3,2,1,2,821,0
6302,0,0,5,1,211,2,2,1,1,69,0
6303,1,0,4,4,205,2,1,0,2,922,0
6304,2,0,4,4,156,2,1,0,1,243,0
6305,4,0,3,0,176,4,2,0,1,660,1
6306,3,0,3,2,125,3,1,0,1,610,1
6307,4,0,3,2,151,3,1,1,9,678,1
6308,0,0,5,4,164,2,1,0,2,895,1
6309,1,0,3,4,155,4,2,1,3,73,0
6310,2,0,3,1,131,3,2,1,8,882,0
6311,4,0,4,4,173,2,1,1,8,799,0
6312,3,0,4,1,65,2,1,1,9,662,0
6313,4,0,2,3,160,3,1,1,8,602,1
6314,0,0,3,0,207,3,2,0,8,199,0
6315,1,0,3,2,161,3,2,0,6,546,1
6316,2,0,5,2,214,2,2,0,7,479,0
6317,4,0,3,2,142,3,2,1,1,146,1
6318,3,0,4,2,95,4,2,0,1,2576,0
6319,4,2,2,2,156,1,2,0,6,2939,0
6320,0,2,3,4,132,1,2,0,7,2827,1
6321,1,2,2,2,112,0,2,0,3,2861,1
6322,2,2,1,2,80,1,1,0,0,3239,0
6323,4,2,1,0,137,1,1,0,6,2960,0
6324,3,2,3,4,8,2,1,1,1,3303,0
6325,4,2,1,3,141,1,1,1,0,4005,0
6326,0,2,0,4,156,1,2,1,6,3346,0
6327,1,2,3,1,39,1,2,1,8,3244,0
6328,2,2,3,4,41,0,1,1,7,3188,1
6329,4,2,2,2,132,1,2,0,0,3203,1
6330,3,2,2,2,140,2,2,1,0,3820,1
6331,4,2,1,3,143,2,2,0,7,2639,0
6332,0,2,0,1,103,1,1,1,0,2793,1
6333,1,2,1,3,173,0,2,1,1,2293,0
6334,2,2,0,1,130,1,1,1,4,3907,0
6335,4,2,1,0,168,1,1,0,4,3123,0
6336,3,2,3,3,168,1,2,1,9,2146,1
6337,4,2,2,2,90,1,1,1,1,2546,1
6338,0,2,1,4,58,1,0,0,1,2335,0
6339,1,2,1,0,143,0,2,0,1,3796,1
6340,2,2,1,4,43,0,1,0,6,2556,1
6341,4,2,3,3,42,0,2,0,7,3916,1
6342,3,2,1,0,190,2,2,1,3,3183,0
6343,4,2,2,2,179,3,1,1,1,2720,1
6344,0,2,2,4,99,0,1,1,1,2130,1
6345,1,2,1,3,171,1,0,1,7,3398,1
6346,2,2,2,2,127,1,2,0,6,3964,0
6347,4,2,2,3,102,0,1,1,5,3573,0
6348,3,2,4,4,154,0,1,0,6,2820,0
6349,4,2,1,2,141,2,1,0,7,3800,0
6350,0,2,3,3,97,1,2,1,3,3905,0
6351,1,2,3,1,120,2,2,0,8,3838,0
6352,2,2,1,1,157,0,2,0,1,2667,0
6353,4,2,1,0,36,1,1,0,1,2878,0
6354,3,2,3,3,44,2,1,1,2,2139,0
6355,4,2,0,3,18,2,1,1,8,2559,1
6356,0,2,1,4,142,4,2,1,7,3667,0
6357,1,2,1,0,114,0,1,1,8,3962,0
6358,2,2,2,3,176,2,2,1,3,2474,1
6359,4,2,2,4,88,1,2,0,8,3642,0
6360,3,2,2,0,72,0,1,1,2,2762,1
6361,4,2,2,1,135,3,1,1,6,2814,0
6362,0,2,2,0,47,0,2,0,4,2177,0
6363,1,2,2,1,86,1,2,1,8,3776,0
6364,2,2,0,3,125,1,1,0,2,2196,0
6365,4,2,4,0,129,4,1,1,7,3757,1
6366,3,2,1,4,131,1,0,1,8,2978,1
6367,4,2,1,0,170,1,1,1,4,3226,0
6368,0,2,2,1,151,2,0,0,8,2688,1
6369,1,2,1,1,58,1,2,1,0,3383,1
6370,2,2,3,2,83,1,1,0,2,2247,0
6371,4,2,1,2,153,0,2,1,8,2155,1
6372,3,2,1,4,60,2,1,1,4,2758,1
6373,4,2,1,4,110,1,1,0,5,2718,1
6374,0,2,2,0,149,1,2,0,4,2289,0
6375,1,2,2,4,101,0,1,1,2,2490,1
6376,2,2,1,3,92,2,2,1,4,3284,1
6377,4,2,1,2,141,0,1,0,1,2378,1
6378,3,2,2,3,78,0,2,0,1,3923,0
6379,4,2,3,2,170,1,1,1,3,3052,1
6380,0,2,1,2,55,1,1,1,6,2709,0
6381,1,2,2,2,175,0,2,1,8,3050,1
6382,2,2,2,0,118,0,1,0,9,2555,0
6383,4,2,4,4,165,3,1,1,0,3496,0
6384,3,2,1,0,70,0,0,0,5,3936,1
6385,4,2,1,3,173,0,1,0,7,3358,1
6386,0,2,1,1,71,1,2,1,4,4020,1
6387,1,2,2,0,104,0,2,0,4,3315,0
6388,2,2,2,3,63,1,1,0,0,2310,1
6389,4,2,2,1,101,0,1,0,0,3060,0
6390,3,2,2,4,123,0,0,1,3,2189,1
6391,4,2,1,1,143,1,1,0,9,2590,0
6392,0,2,1,0,50,0,2,0,7,3434,0
6393,1,2,3,0,77,0,1,0,3,2357,1
6394,2,2,2,2,124,1,1,0,5,2980,1
6395,4,2,1,4,89,1,2,1,4,2430,1
6396,3,2,2,1,74,0,2,1,4,3078,1
6397,4,2,2,2,154,1,0,0,3,3337,1
6398,0,2,1,3,49,1,1,0,6,2199,1
6399,1,2,1,1,115,2,0,1,0,3864,1
6400,2,2,3,4,153,1,1,1,0,2389,0
6401,4,2,1,2,141,0,2,1,7,3569,0
6402,3,2,2,4,48,0,2,1,7,3531,0
6403,4,2,2,3,75,1,1,1,5,2454,1
6404,0,2,1,0,107,1,2,0,3,3048,0
6405,1,2,3,0,41,2,0,0,0,2163,0
6406,2,2,2,1,116,1,2,1,2,3482,1
6407,4,2,1,2,113,1,0,0,1,2157,1
6408,3,2,1,3,127,1,1,0,6,3397,1
6409,4,2,1,1,68,0,2,0,6,2266,0
6410,0,2,1,2,124,1,0,0,5,3334,1
6411,1,2,1,3,120,1,2,1,2,3697,0
6412,2,1,1,1,119,0,2,1,6,4013,1
6413,4,1,2,1,50,1,1,0,3,3705,0
6414,3,1,3,1,72,0,1,0,9,3293,1
6415,4,1,2,3,122,4,2,1,7,3179,1
6416,0,1,2,2,47,2,2,0,1,3004,0
6417,1,1,1,0,137,1,2,1,6,3392,0
6418,2,1,2,0,99,1,1,1,1,2529,0
6419,4,1,2,1,110,0,2,1,4,2733,0
6420,3,1,2,4,85,1,2,1,0,3372,0
6421,4,1,2,1,54,2,1,0,0,3952,1
6422,0,1,1,4,162,2,1,0,2,2328,1
6423,1,1,2,2,53,2,2,1,0,2775,0
6424,2,1,3,0,67,1,1,1,3,2316,0
6425,4,1,1,2,163,0,0,1,7,2585,0
6426,3,1,3,0,91,0,1,0,6,2884,0
6427,4,1,1,4,76,1,2,1,0,3104,1
6428,0,1,1,4,43,0,1,1,1,3872,0
6429,1,1,3,0,107,1,1,0,1,2278,1
6430,2,1,1,2,54,2,2,0,0,2759,0
6431,4,1,1,0,105,4,2,1,9,3155,1
6432,3,1,1,3,98,0,2,1,6,3605,0
6433,4,1,1,3,63,1,0,1,3,2850,1
6434,0,0,2,1,142,0,2,0,8,3021,0
6435,1,0,1,4,93,0,1,1,7,2667,0
6436,2,0,0,0,77,0,0,1,0,2251,1
6437,4,0,2,0,75,2,2,1,1,3160,0
6438,3,0,3,2,58,0,1,1,2,3494,1
6439,4,0,2,0,77,1,1,0,3,2732,0
6440,0,0,1,3,90,4,1,0,7,2250,0
6441,1,0,2,0,128,1,1,1,8,3599,1
6442,2,0,2,2,90,1,2,0,8,3205,1
6443,4,0,2,3,100,1,1,1,4,3567,0
6444,3,0,0,1,53,1,1,0,3,2910,1
6445,4,0,2,2,128,0,2,1,7,3987,1
6446,0,0,1,0,58,0,1,0,9,3642,1
6447,1,0,1,2,74,2,1,1,2,2169,0
6448,2,0,1,3,54,0,1,0,5,4012,0
6449,4,0,3,1,144,1,1,1,6,2839,1
6450,3,0,1,2,43,0,2,0,3,3984,1
6451,4,0,1,2,155,1,2,1,1,3997,0
6452,0,0,2,3,141,1,2,1,3,2842,1
6453,1,0,1,1,131,1,1,0,3,2557,0
6454,2,0,3,4,35,3,1,0,0,3363,1
6455,4,0,3,1,65,1,1,1,7,3838,1
6456,3,2,1,4,99,1,2,0,8,2340,0
6457,4,2,0,2,170,0,1,1,0,3416,0
6458,0,2,1,1,102,0,1,1,8,2365,1
6459,1,2,2,2,104,2,1,0,9,2405,1
6460,2,2,4,0,100,2,2,0,1,3876,0
6461,4,2,0,0,189,3,1,1,3,3798,0
6462,3,2,2,1,169,0,1,1,1,3695,0
6463,4,2,1,1,35,3,1,0,7,3162,0
6464,0,2,3,3,120,1,2,0,1,3461,1
6465,1,2,2,0,157,2,1,0,0,3668,0
6466,2,2,3,2,134,2,2,1,3,3343,1
6467,4,2,2,0,77,2,2,0,0,2781,0
6468,3,2,1,4,110,0,1,0,3,2200,0
6469,4,2,3,2,93,3,1,1,6,2956,0
6470,0,2,1,4,174,1,0,1,0,2198,1
6471,1,2,2,3,170,1,1,1,2,3584,1
6472,2,2,1,4,174,1,2,1,6,3530,1
6473,4,2,1,3,120,6,2,0,7,2714,0
6474,3,2,1,0,51,6,2,1,5,2675,0
6475,4,2,1,1,174,4,2,0,9,2821,1
6476,0,2,1,1,165,6,1,0,2,3242,0
6477,1,2,1,2,165,6,2,1,2,2129,1
6478,2,2,2,1,81,4,1,0,2,2503,1
6479,4,2,2,3,46,7,0,0,6,2722,0
6480,3,2,3,3,126,1,2,0,9,2760,0
6481,4,2,2,3,90,5,2,1,8,3474,0
6482,0,2,1,1,81,1,2,1,7,3088,1
6483,1,2,2,0,155,2,1,1,2,2543,0
6484,2,2,1,4,144,5,2,0,8,3578,1
6485,4,2,1,3,164,2,2,1,9,3481,0
6486,3,2,2,1,110,5,0,1,2,3073,0
6487,4,2,2,2,146,0,1,1,2,2903,1
6488,0,2,1,0,98,1,1,0,0,3617,0
6489,1,2,3,0,136,1,1,0,9,13,1
6490,2,2,4,1,183,2,1,0,9,951,1
6491,4,2,4,3,155,2,1,0,9,549,1
6492,3,2,4,0,204,3,1,0,9,762,0
6493,4,2,5,2,37,3,1,0,3,758,1
6494,0,2,4,0,187,2,1,1,7,391,0
6495,1,2,5,3,200,2,1,0,7,696,1
6496,2,2,4,1,165,2,2,1,7,860,0
6497,4,2,4,1,190,2,1,0,2,923,0
6498,3,2,4,0,202,2,1,0,0,712,1
6499,4,2,4,0,191,2,2,0,0,562,0
6500,0,2,4,4,155,2,2,0,2,639,0
6501,1,2,3,1,135,3,1,0,3,878,1
6502,2,2,3,0,153,3,2,1,9,542,0
6503,4,2,3,1,148,3,1,1,9,678,0
6504,3,2,5,0,168,2,2,0,8,801,1
6505,4,2,3,0,158,3,2,1,9,19,0
6506,0,2,2,3,168,4,1,0,5,733,0
6507,1,2,4,3,213,2,1,1,8,746,1
6508,2,2,3,0,202,2,1,0,3,823,0
6509,4,2,3,4,169,3,2,1,0,549,0
6510,3,2,4,1,150,2,2,1,6,67,0
6511,4,2,3,1,126,3,1,0,4,319,0
6512,0,2,5,4,154,2,1,1,0,669,1
6513,1,2,2,1,144,3,2,1,6,690,1
6514,2,2,2,0,150,4,1,0,5,324,1
6515,4,2,4,1,197,3,2,0,3,275,0
6516,3,2,3,4,93,3,1,1,2,3320,1
6517,4,2,1,4,174,1,0,0,6,2566,1
6518,0,2,2,3,170,1,1,1,9,3289,0
6519,1,2,1,1,174,1,2,1,8,3905,1
6520,2,2,1,2,120,6,2,1,3,3390,1
6521,4,2,1,2,51,6,2,0,6,3855,0
6522,3,2,1,4,174,4,2,0,8,2311,0
6523,4,2,1,2,165,6,1,1,9,2261,0
6524,0,2,1,0,165,6,2,0,8,3314,1
6525,1,2,2,3,81,4,1,1,5,3505,1
6526,2,2,2,1,46,7,0,0,8,2395,1
6527,4,2,3,2,126,1,2,0,9,2697,0
6528,3,2,2,4,90,5,2,0,0,2468,0
6529,4,2,1,2,81,1,2,1,9,3433,1
6530,0,2,2,3,155,2,1,0,0,2367,0
6531,1,2,1,2,144,5,2,1,2,2496,0
6532,2,2,1,4,164,2,2,0,7,2278,1
6533,4,2,2,1,110,5,0,1,6,3532,1
6534,3,2,2,4,146,0,1,1,3,3402,0
6535,4,2,1,1,98,1,1,0,2,3816,1
6536,0,2,3,1,136,1,1,0,0,183,1
6537,1,2,4,3,183,2,1,0,0,240,1
6538,2,2,4,2,155,2,1,1,0,225,1
6539,4,2,4,1,204,3,1,1,2,675,0
6540,3,2,5,4,37,3,1,0,6,233,1
6541,4,2,4,3,187,2,1,0,9,494,0
6542,0,2,5,4,200,2,1,0,1,796,1
6543,1,2,4,0,165,2,2,0,7,506,0
6544,2,2,4,2,190,2,1,1,4,726,1
6545,4,2,4,4,202,2,1,1,2,502,0
6546,3,2,4,2,191,2,2,0,7,820,1
6547,4,2,4,1,155,2,2,0,5,834,0
6548,0,2,3,3,135,3,1,1,9,241,0
6549,1,1,3,0,153,3,2,0,0,633,1
6550,2,1,3,4,148,3,1,1,4,762,0
6551,4,1,5,2,168,2,2,1,2,287,0
6552,3,1,3,3,158,3,2,1,6,526,0
6553,4,1,2,0,168,4,1,1,6,6,0
6554,0,1,4,1,213,2,1,0,5,324,0
6555,1,1,3,0,202,2,1,1,3,532,0
6556,2,1,3,2,169,3,2,0,5,894,0
6557,4,1,4,1,150,2,2,0,6,288,1
6558,3,1,3,4,126,3,1,0,3,301,0
6559,4,1,5,0,154,2,1,1,8,859,1
6560,0,1,4,4,173,2,1,0,1,237,0
6561,1,1,4,1,65,2,1,0,8,364,0
6562,2,1,2,2,160,3,1,0,4,515,1
6563,4,1,3,0,207,3,2,0,3,8,0
6564,3,1,3,2,161,3,2,0,2,917,0
6565,4,1,3,1,163,3,1,0,2,702,1
6566,0,1,2,3,153,4,1,0,0,385,1
6567,1,1,4,1,193,2,0,0,2,112,0
6568,2,1,4,1,212,3,2,0,5,114,0
6569,4,1,4,2,201,2,2,0,1,502,1
6570,3,1,2,1,159,3,1,1,0,342,1
6571,4,0,4,3,170,2,1,1,8,247,1
6572,0,0,5,4,206,2,1,1,2,578,1
6573,1,0,2,3,127,3,2,1,3,333,0
6574,2,0,4,0,165,2,1,0,5,682,1
6575,4,0,2,0,177,3,1,0,6,887,0
6576,3,0,4,4,164,2,1,0,1,216,0
6577,4,0,3,0,170,3,1,0,8,822,0
6578,0,0,0,0,68,3,1,0,7,856,0
6579,1,0,3,4,144,4,2,0,8,113,0
6580,2,0,4,4,209,2,2,1,9,402,1
6581,4,0,3,2,152,3,1,0,6,457,1
6582,3,0,5,1,183,2,2,0,0,462,0
6583,4,0,3,1,148,4,1,0,6,305,0
6584,0,0,3,0,171,3,1,0,3,93,0
6585,1,0,5,1,179,2,2,0,5,495,0
6586,2,0,4,3,203,2,2,1,8,33,1
6587,4,0,4,0,158,2,2,0,2,470,1
6588,3,0,4,0,177,2,2,0,5,506,0
6589,4,0,3,2,122,3,1,0,5,272,1
6590,0,0,3,3,171,3,2,0,9,809,1
6591,1,0,4,1,163,2,2,1,5,62,1
6592,2,0,5,3,176,2,1,1,2,778,0
6593,4,2,3,3,185,2,2,1,7,215,0
6594,3,2,4,1,171,2,2,0,0,900,0
6595,4,2,4,3,164,2,2,0,9,892,0
6596,0,2,5,1,165,2,2,1,8,883,1
6597,1,2,2,0,123,0,2,0,1,728,0
6598,2,2,2,2,168,3,2,1,2,619,0
6599,4,2,5,2,214,3,1,0,4,544,0
6600,3,2,4,3,201,3,0,1,5,611,0
6601,4,2,2,2,178,3,1,1,4,494,0
6602,0,2,3,4,150,3,2,1,5,49,0
6603,1,2,3,2,125,4,2,0,2,924,1
6604,2,2,4,2,199,2,1,0,9,477,0
6605,4,2,5,3,163,2,1,1,5,676,0
6606,3,2,2,3,42,1,2,0,6,578,1
6607,4,2,1,4,154,0,1,0,8,201,0
6608,0,2,3,0,140,4,2,0,3,684,0
6609,1,2,3,0,171,3,2,1,9,487,0
6610,2,2,4,3,187,2,2,1,0,371,1
6611,4,2,5,0,148,2,1,1,7,790,1
6612,3,2,3,1,164,3,1,1,8,782,1
6613,4,2,3,0,180,3,2,1,4,346,1
6614,0,2,5,2,211,2,1,1,3,632,0
6615,1,2,4,4,170,2,1,1,7,688,0
6616,2,2,3,1,141,3,2,1,5,80,0
6617,4,2,2,3,155,4,2,1,3,839,0
6618,3,2,2,0,151,4,1,1,3,338,1
6619,4,2,1,2,183,2,1,1,2,2718,0
6620,0,2,3,4,134,1,1,0,9,3234,0
6621,1,2,2,4,138,1,1,0,3,3178,1
6622,2,2,4,4,56,2,2,0,7,3412,0
6623,4,2,1,3,64,2,2,1,8,2829,1
6624,3,2,1,1,167,1,1,0,2,3367,0
6625,4,2,2,0,68,1,1,1,3,3941,0
6626,0,2,1,2,113,0,2,1,0,3176,1
6627,1,2,3,0,149,1,1,0,8,2790,0
6628,2,2,1,3,76,0,1,1,4,3949,0
6629,4,2,0,4,84,4,2,0,6,2992,1
6630,3,2,1,2,49,1,2,0,7,2624,0
6631,4,2,1,3,152,1,2,0,5,3017,0
6632,0,2,3,3,146,1,0,0,3,2897,0
6633,1,2,2,2,141,1,2,0,7,3125,1
6634,2,2,2,3,107,0,1,0,3,2885,0
6635,4,2,1,3,90,2,1,1,5,2514,0
6636,3,2,2,0,59,3,1,0,0,4011,0
6637,4,2,1,3,57,2,1,1,4,3652,1
6638,0,2,1,1,103,0,2,1,9,2756,0
6639,1,2,2,4,123,1,2,1,7,2703,0
6640,2,2,2,0,60,0,1,1,7,3541,0
6641,4,2,3,4,39,0,1,0,0,2437,1
6642,3,2,1,3,148,1,2,1,1,3446,0
6643,4,2,3,0,87,1,1,0,9,3103,0
6644,0,2,2,2,162,0,1,0,2,2656,0
6645,1,2,4,1,72,0,1,1,2,3885,0
6646,2,2,3,0,65,0,2,0,9,2226,1
6647,4,2,2,1,150,0,1,1,1,2601,1
6648,3,2,1,2,136,2,2,1,2,3861,0
6649,4,2,1,2,59,0,2,0,4,3626,0
6650,0,2,3,4,66,0,2,1,5,3900,0
6651,1,2,2,2,27,2,2,1,5,2282,0
6652,2,2,1,3,139,0,1,0,9,2675,0
6653,4,2,3,0,83,0,1,0,2,3473,0
6654,3,2,1,4,106,0,2,1,2,3787,1
6655,4,2,2,4,176,0,2,0,0,3436,0
6656,0,2,2,1,89,1,2,1,0,3399,0
6657,1,2,1,2,92,0,2,0,1,2448,0
6658,2,2,1,1,154,2,1,0,2,3503,1
6659,4,2,3,2,128,2,1,1,6,2654,0
6660,3,2,2,0,165,1,1,0,9,3972,0
6661,4,2,1,0,104,0,2,1,7,2449,0
6662,0,2,2,0,104,2,2,1,2,3870,0
6663,1,2,0,0,47,1,1,1,3,2616,0
6664,2,2,1,3,103,1,1,1,6,3167,0
6665,4,2,2,4,61,1,2,1,1,3827,1
6666,3,2,1,1,129,1,0,1,4,2417,1
6667,4,2,1,2,56,0,2,1,2,2309,1
6668,0,2,2,3,140,0,2,0,5,3179,1
6669,1,2,1,0,170,3,1,1,0,3512,0
6670,2,2,1,1,147,2,2,1,3,2521,1
6671,4,2,2,4,128,4,0,0,4,3705,1
6672,3,2,1,4,57,2,1,0,9,3928,0
6673,4,2,2,1,136,1,2,0,6,3778,1
6674,0,2,1,2,157,1,2,1,4,2849,1
6675,1,2,1,2,54,1,1,1,4,3389,0
6676,2,2,2,2,102,0,1,1,4,3767,1
6677,4,2,2,3,135,1,1,1,8,2418,1
6678,3,2,1,4,39,0,2,0,8,3661,1
6679,4,2,3,3,57,1,1,1,4,2807,1
6680,0,2,2,1,105,0,1,1,2,2956,1
6681,1,2,2,3,177,0,2,1,5,3722,1
6682,2,2,3,3,149,1,0,1,3,2411,0
6683,4,2,2,3,61,0,1,1,8,2595,1
6684,3,2,2,2,54,0,0,0,7,3048,1
6685,4,2,1,2,147,0,1,1,2,2772,1
6686,0,1,2,4,9,3,0,1,3,3857,1
6687,1,1,3,3,125,3,1,1,5,3138,0
6688,2,1,1,0,140,4,2,0,9,2945,0
6689,4,1,2,3,167,1,2,1,4,2309,0
6690,3,1,1,2,117,0,1,1,9,3548,0
6691,4,1,4,0,163,1,1,0,2,3727,0
6692,0,1,2,1,94,1,2,1,6,2860,0
6693,1,1,1,4,117,2,2,1,8,3603,1
6694,2,1,3,2,165,2,2,0,4,2721,1
6695,4,1,1,4,158,1,2,1,4,3029,0
6696,3,1,1,3,55,2,2,0,0,2687,1
6697,4,1,3,0,91,2,2,0,8,3703,1
6698,0,1,2,4,43,0,2,0,0,2704,0
6699,1,1,3,1,77,0,0,0,9,2836,0
6700,2,1,1,2,40,1,1,1,9,3246,0
6701,4,1,2,0,176,2,0,1,0,3645,0
6702,3,1,4,3,20,1,1,1,5,2746,0
6703,4,1,2,1,85,1,1,1,9,2328,1
6704,0,1,3,2,134,1,2,1,3,2999,1
6705,1,1,0,4,31,1,2,0,2,3990,0
6706,2,1,1,0,86,1,1,1,1,3799,0
6707,4,1,1,0,90,0,2,0,6,2657,0
6708,3,0,3,0,175,2,1,1,2,2708,1
6709,4,0,3,2,75,0,2,0,0,3443,1
6710,0,0,2,2,142,0,2,0,1,3389,0
6711,1,0,2,3,88,1,1,1,7,2560,1
6712,2,0,3,1,118,0,1,0,7,2861,0
6713,4,0,2,3,183,4,2,1,4,2984,1
6714,3,0,1,1,72,2,1,0,0,2300,1
6715,4,0,4,3,125,3,2,1,7,2615,1
6716,0,0,1,4,164,1,2,1,6,3437,1
6717,1,0,2,2,108,1,2,1,1,3091,0
6718,2,0,2,1,46,1,2,0,5,3003,0
6719,4,0,2,2,82,1,2,1,2,3715,0
6720,3,0,0,0,107,1,2,1,5,2349,0
6721,4,0,2,1,84,2,2,1,8,2442,0
6722,0,0,2,3,97,1,2,0,2,2696,0
6723,1,0,3,3,3,0,0,0,3,2374,0
6724,2,0,1,0,154,1,1,1,0,2458,0
6725,4,0,2,0,56,1,2,0,2,2365,1
6726,3,0,2,0,169,0,1,0,9,3474,1
6727,4,0,0,2,130,0,2,1,1,2666,0
6728,0,0,1,2,138,1,1,1,2,2516,0
6729,1,0,2,2,129,0,0,0,3,2828,0
6730,2,2,1,4,65,0,2,1,8,2721,0
6731,4,2,3,1,150,1,2,0,9,3187,0
6732,3,2,2,4,66,1,2,0,9,2937,1
6733,4,2,2,3,39,1,2,1,1,3097,0
6734,0,2,2,2,105,0,1,0,9,2961,0
6735,1,2,4,3,139,4,1,1,0,3586,1
6736,2,2,3,1,118,0,1,0,9,3263,0
6737,4,2,4,2,149,3,2,0,7,3724,1
6738,3,2,3,4,96,0,1,1,9,3615,0
6739,4,2,3,4,83,3,1,1,2,2445,1
6740,0,2,4,2,114,2,2,1,8,3494,0
6741,1,2,1,1,113,0,2,0,1,2733,0
6742,2,2,2,1,104,1,2,1,6,2436,0
6743,4,2,4,2,69,3,2,1,4,2957,0
6744,3,2,1,4,72,1,2,1,6,2409,0
6745,4,2,2,3,107,0,1,0,9,3263,0
6746,0,2,2,4,106,1,2,1,7,3472,0
6747,1,2,2,1,170,1,2,0,1,3318,1
6748,2,2,0,0,152,4,1,0,1,3253,0
6749,4,2,3,2,77,1,1,1,4,3452,0
6750,3,2,0,3,60,1,2,0,7,3714,1
6751,4,2,1,4,13,0,0,1,1,4003,1
6752,0,2,1,3,154,1,1,1,5,2920,1
6753,1,2,0,3,99,2,2,1,2,3687,1
6754,2,2,2,0,64,3,1,0,9,2139,1
6755,4,2,0,4,93,1,1,0,4,3381,0
6756,3,2,2,2,143,1,2,1,8,3928,1
6757,4,2,1,2,108,0,2,0,4,3456,0
6758,0,2,2,4,60,1,1,1,4,2708,0
6759,1,2,3,1,96,1,0,0,6,3739,1
6760,2,2,2,1,137,0,1,1,6,3599,1
6761,4,2,3,2,157,1,1,0,2,3973,1
6762,3,2,0,0,181,4,1,1,9,2281,0
6763,4,2,2,1,115,0,1,0,8,3914,1
6764,0,2,4,3,76,4,2,0,9,3606,1
6765,1,2,3,3,115,2,1,0,3,2602,1
6766,2,2,0,2,152,2,0,0,1,2623,0
6767,4,2,1,3,80,1,2,1,3,3670,0
6768,3,2,2,0,4,4,2,1,5,3874,0
6769,4,2,3,4,99,2,1,0,0,2504,1
